id,announcement_id,exchange,ticker,published_at,doc_type,issuer_price_sensitive_flag,label_materiality,label_categories,label_evidence_span,label_rationale,slice_tag,difficulty,labelled_at,labeller,pass_number
50,27d2fc79c22502632877f080b2f073dac773db665eb1334089da7ee2c8aeccbc,EDGAR,JPM,2026-07-29T20:23:51+00:00,capital_raise,,immaterial,capital_raise,424B3,Continuous retail structured-note supplement; the rubric treats each issuance as de minimis.,hard_negative,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
51,38f3b0688528c2b05b45d5ecf46e2b6f7d0ae8665fab480609a5a4a78a759751,EDGAR,GOOGL,2026-07-29T20:20:51+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
52,b87de3ddcc69ae7cbdba4db537da4154f81e47c0d7dc2b36fcb8d40ec809a2db,EDGAR,KO,2026-07-29T20:20:02+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
53,96aaf7a9e9341657cee5076acb59b424477f4a358589df4acee2cb36ef28c12e,EDGAR,META,2026-07-29T20:03:23+00:00,operational_incident,,material,earnings_result,"issued a press release and will hold a conference call regarding its financial results for the quarter ended June 30, 2026.",Meta released quarterly financial results; results-release 8-Ks are material under the rubric.,clear_material,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
54,454ed21ba15d990a6597be83949fff32782c5192fab638bcd8cc2c33710c3452,EDGAR,KO,2026-07-29T18:04:37+00:00,earnings_result,,immaterial,earnings_result,FORM 10-Q,The periodic report followed an earlier results-release 8-K and does not itself announce a new results event.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
55,3470120cf09e062c5cb474d92179280ae43010f6a879cba248f1be93e7ebd3e1,EDGAR,JNJ,2026-07-29T17:25:05+00:00,operational_incident,,material,m_and_a;guidance_change,"As a result of these transactions, the Company is updating its full year 2026 guidance relative to the guidance previously issued on July 15, 2026, as set forth below:",The filing completes an acquisition and cuts 2026 EPS guidance by about $0.64; both affect the investment case.,clear_material,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
56,8ccecd23a335e5ea7d247cac5e9eefd4f7407a99036a7834a478eda174f134df,EDGAR,MSFT,2026-07-29T16:08:01+00:00,earnings_result,,immaterial,earnings_result,FORM 10-K,The periodic report followed an earlier results-release 8-K and does not itself announce a new results event.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
57,8448fa734aeaff1837e9b5173d07cf3118feed41291f0bb2fd74ac7e797e0e39,EDGAR,MSFT,2026-07-29T16:04:53+00:00,operational_incident,,material,earnings_result,"On July 29, 2026, Microsoft Corporation issued a press release announcing its financial results for the fiscal quarter and year ended June 30, 2026.","Microsoft released quarterly and full-year results, a core morning-brief item.",clear_material,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
58,bd00b20c4bbacfa6e56d91534d930b5e40d673d7930922d635487eed4b72b831,EDGAR,KO,2026-07-29T15:32:22+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
59,5c1df37621c8f3f026d0d0a3c0392a2ec6158c18cd8431619b45859cf37211d1,EDGAR,PG,2026-07-29T10:38:23+00:00,operational_incident,,immaterial,earnings_result,issued a press release announcing its fourth quarter and fiscal year 2026 results and hosted a conference call related to those results.,This filing only furnishes presentation slides after the same-day results release; it adds no new result event.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
60,d94a74879d1d1ce10fb9bb333428fdccc56e7abe94f85dc07ac57a8695c85e6c,EDGAR,PG,2026-07-29T07:05:06+00:00,operational_incident,,material,governance_change,"announced that Jon R. Moeller, Executive Chairman of the Board, will retire from his position as Executive Chairman and as a member of the Board of Directors",P&G's executive chair is retiring and the CEO is taking the chair; the board-leadership change is briefing-worthy.,hard_positive,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
61,27fc6e7e1b404c1183af06fd854d7db90f051b0c93b6a1f679130a7fa01e853d,EDGAR,PG,2026-07-29T07:03:12+00:00,operational_incident,,material,earnings_result,"issued a news release with respect to earnings for the quarter ended June 30, 2026.",P&G released quarterly earnings; the rubric treats the results-release 8-K as material.,clear_material,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
62,30d7d02b957480669b1c057feaee607f08fae2c71802547f106029a5be7fc921,EDGAR,GOOGL,2026-07-29T00:00:38+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
63,5a748699e3430eeb3cbb1c725d7548ee0b291c83e0d3693d97bfd06551d1f35b,EDGAR,GOOGL,2026-07-29T00:00:06+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
64,f16f061bde7f7cd0b3f7489423e2fb2c410585a5ac608044e0ca4c030c62874f,EDGAR,GOOGL,2026-07-28T23:59:52+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
65,320782147cd73014225b95dfd23e3107fee975c5ff58e34532b9d065a461074d,EDGAR,GOOGL,2026-07-28T23:59:23+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
66,a39ed18bb26d1e71b782fb3d57b78280c00b58dcec096e29750e96866c8207e8,EDGAR,GOOGL,2026-07-28T23:58:47+00:00,director_dealing,,immaterial,director_dealing,"Table I - Non-Derivative Securities Acquired, Disposed of, or Beneficially Owned",Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
67,5b7d904cfa1774b1ac9baf6430de3125bc7a0bd55227b3bc2c30b03217028a28,EDGAR,WMT,2026-07-28T21:32:49+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
68,2362c8b1bfeca8f8471017dfd302a981e5364b60c2c37e1c1a49b637a34573f7,EDGAR,KO,2026-07-28T20:22:33+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
69,ee9500b686c6b2f80676de1a55d70ab046c19dc1640c49f51b9809588312db9d,EDGAR,KO,2026-07-28T20:21:53+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
70,481a0a52876199d38dae2de66fb0e3cc97aceafa684151ba7a5e1b9bbef7c263,EDGAR,T,2026-07-28T16:23:38+00:00,operational_incident,,material,m_and_a;capital_raise,"the Buyer acquiring licenses in the 600 MHz band and in the 3.45 GHz band, in exchange for total cash consideration of approximately $23 billion",AT&T closed a $23 billion spectrum purchase and drew $14.5 billion of term loans to fund it.,clear_material,easy,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
71,4211aef798af24acb41ed1bba0a0c498e3c63f666fd21b684c97c0662240077d,EDGAR,META,2026-07-27T20:03:50+00:00,director_dealing,,immaterial,director_dealing,NOTICE OF PROPOSED SALE OF SECURITIES,Routine insider ownership or trade filing; the disclosed transaction does not materially change control or float.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
72,eef423053b8edc3fa0f23cc2dbbe8b2922c70a3589706686f48633ae1f3c3741,EDGAR,JPM,2026-07-27T16:24:59+00:00,governance_change,,immaterial,governance_change,SCHEDULE 13G,Passive beneficial-ownership filing; the text shows no control change material to the covered company.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
73,7667fd63b81467d2f4ecc47b5e8fb717653c7d85716c3db68e6155ea4e942786,EDGAR,JPM,2026-07-27T15:48:28+00:00,governance_change,,immaterial,governance_change,SCHEDULE 13G,Passive beneficial-ownership filing; the text shows no control change material to the covered company.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
74,d40261e8b4bb3561a1b62a33bd4f756bf737091a2895e56fd84f7b5dfb981c33,EDGAR,JPM,2026-07-27T15:46:33+00:00,governance_change,,immaterial,governance_change,SCHEDULE 13G,Passive beneficial-ownership filing; the text shows no control change material to the covered company.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
75,04058c7fb9cfb0f20512bf7202863676ec1063a0fe1fcb7fdecf751160bb6485,EDGAR,JPM,2026-07-27T15:44:38+00:00,governance_change,,immaterial,governance_change,SCHEDULE 13G,Passive beneficial-ownership filing; the text shows no control change material to the covered company.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
76,7b61026d48c30ee055ce7e86afa1415eaf4fc7693c4976b275b2a1b3b52f2d78,EDGAR,JPM,2026-07-27T15:41:33+00:00,governance_change,,immaterial,governance_change,SCHEDULE 13G,Passive beneficial-ownership filing; the text shows no control change material to the covered company.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
77,b1a16704b55b9c3015c0ebb2ca8e53ac989f6fc6d95d03f72f53e027279ae366,EDGAR,JPM,2026-07-27T15:33:50+00:00,governance_change,,immaterial,governance_change,SCHEDULE 13G,Passive beneficial-ownership filing; the text shows no control change material to the covered company.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
78,7e18fdad3565ea0c915345579b5b7151875936e0d27d25c5054b4f2ba19c0ce4,EDGAR,JPM,2026-07-27T15:17:31+00:00,governance_change,,immaterial,governance_change,SCHEDULE 13G,Passive beneficial-ownership filing; the text shows no control change material to the covered company.,hard_negative,medium,2026-08-02T09:32:32.005629+00:00,JoshuAI,1
